Unnamed: 0,year,quarter,title,studio,castcrew,link_en,dates_raw,date_us,date_jp,delay
42,2001,Q2,The Fast and the Furious,Universal Pictures,"Rob Cohen (director); Gary Scott Thompson, Erik Bergquist, David Ayer (screenplay); Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Matt Schulze, Ted Levine, Thom Barry, Noel Gugliemi, Ja Rule, R.J. de Vera, Vyto Ruginis, Reggie Lee, Neal H. Moritz, Rob Cohen",The_Fast_and_the_Furious_(2001_film),{{Flagicon|USA}} 2001年6月22日<br /> {{Flagicon|JPN}} 2001年10月20日,2001-06-22,2001-10-20,120.0
43,2001,Q2,The Princess and the Warrior,Sony Pictures Classics,"Tom Tykwer (director/screenplay); Franka Potente, Benno Fürmann, Joachim Król, Lars Rudolph, Melchior Belson, Ludger Pistor, Natja Brunckhorst",The_Princess_and_the_Warrior,no_ja,,,
44,2001,Q2,A.I. Artificial Intelligence,DreamWorks / Warner Bros. Pictures / Amblin Entertainment,"Steven Spielberg (director/screenplay); Haley Joel Osment, Jude Law, Frances O'Connor, Brendan Gleeson, William Hurt, Ben Kingsley, Robin Williams, Meryl Streep, Chris Rock, April Grace, Clark Gregg, Kathryn Morris, Sam Robards, Enrico Colantoni, Jake Thomas, Ashley Scott, Ken Leung, Kevin Sussman, Tom Gallop, Matt Winston, Sabrina Grdevich, Theo Greenly, John Prosky, Paula Malcomson, Michael Berresse, Haley King, Justina Machado, Lily Knight, Rena Owen, Adam Alexi-Malle, Laurence Mason, Brent Sexton, Michael Shamus Wiles, Kelly McCool, Clara Bellar, Wayne Wilderson, Jack Angel, Erik Bauersfeld, Michael Mantell, Miguel Perez, Matt Malloy, Adrian Grenier, Michael Fishman, Ministry",A.I._Artificial_Intelligence,{{flagicon|USA}} 2001年6月29日<br /> {{flagicon|JPN}} 2001年6月30日,2001-06-29,2001-06-30,1.0
45,2001,Q2,Baby Boy,Columbia Pictures,"John Singleton (director/screenplay); Tyrese Gibson, Taraji P. Henson, Omar Gooding, Tamara LaSeon Bass, Candy Ann Brown, A.J. Johnson, Ving Rhames, Snoop Dogg, Angell Conwell, Kareem Grimes, Tracey Cherelle Jones, Mo'Nique, Juanita Jennings, Mario William Jackson, Keith Diamond, Frederick Ricks, Selma McPherson, Tawny Dahl, Serese Teate, Olan Thompson, Deon Gregory, Kym Whitley, Cleopatra Singleton, Jamaica Carter, John Singleton",Baby_Boy_(film),no_ja,,,
46,2001,Q2,Crazy/Beautiful,Touchstone Pictures,"John Stockwell (director); Phil Hay, Matt Manfredi (screenplay); Kirsten Dunst, Jay Hernandez, Bruce Davison, Lucinda Jenney, Taryn Manning, Soledad St. Hilaire, Rolando Molina, Herman Osorio, Miguel Castro, Tommy De La Cruz, Richard Steinmetz, Ana Argueta, Cory Hardrict",Crazy/Beautiful,no_ja,,,
47,2001,Q2,The Crimson Rivers,TriStar Pictures,"Mathieu Kassovitz (director/screenplay); Jean-Christophe Grangé (screenplay); Jean Reno, Vincent Cassel, Nadia Farès, Dominique Sanda, Karim Belkhadra, Jean-Pierre Cassel, Didier Flamand, Laurent Lafitte, François Levantal, Francine Bergé, Philippe Nahon",The_Crimson_Rivers,{{flagicon|FRA}} 2000年9月27日<br /> {{flagicon|JPN}} 2001年1月27日,,2001-01-27,
48,2001,Q2,Pootie Tang,Paramount Pictures,"Louis C.K. (director/screenplay); Lance Crouther, Jennifer Coolidge, Wanda Sykes, Robert Vaughn, Chris Rock, J.B. Smoove, Reg E. Cathey, J.D. Williams, Mario Joyner, Dave Attell, Laura Kightlinger, Rick Shapiro, Missy Elliott, David Cross, Cole Hawkins, Andy Richter, Kristen Bell, Keesha Sharp, Todd Barry, Bob Costas, Fabian Celebre, Anthony Iozzo",Pootie_Tang,no_ja,,,
0,2001,Q3,Cats & Dogs,Warner Bros. Pictures / Village Roadshow Pictures,"Lawrence Guterman (director); John Requa, Glenn Ficarra (screenplay); Jeff Goldblum, Elizabeth Perkins, Alexander Pollock, Miriam Margolyes, Tobey Maguire, Alec Baldwin, Sean Hayes, Susan Sarandon, Charlton Heston, Jon Lovitz, Joe Pantoliano, Michael Clarke Duncan, Billy West, Danny Mann, Glenn Ficarra, Paul Pape, Victor Wilson, Charles Howerton, Richard Steven Horvitz, John Michael Higgins, Adam Behr, Kevin Carlson, Alejandro Diaz, Randi Kaplan, John Kennedy, Luke Khanlian, Bruce Lanoil, Drew Massey, Gordon Robertson, Michelan Sisti, Allan Trautman",Cats_%26_Dogs,no_ja,,,
1,2001,Q3,Scary Movie 2,Dimension Films,"Keenen Ivory Wayans (director); Shawn Wayans, Marlon Wayans, Alyson Fouse, Greg Grabianski, Dave Polsky, Michael Anthony Snowden, Craig Wayans (screenplay); Anna Faris, Regina Hall, Shawn Wayans, Marlon Wayans, Christopher Masterson, Kathleen Robertson, David Cross, James Woods, Tim Curry, Tori Spelling, Chris Elliott, Andy Richter, Richard Moll, Veronica Cartwright, Natasha Lyonne, Beetlejuice, Matt Friedman, Vitamin C, Suli McCullough",Scary_Movie_2,{{flagicon|USA}} 2001年7月4日<br /> {{flagicon|JPN}} 2002年10月12日,2001-07-04,2002-10-12,465.0
2,2001,Q3,Kiss of the Dragon,20th Century Fox,"Chris Nahon (director); Luc Besson, Robert Mark Kamen (screenplay); Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan, Ric Young, Burt Kwouk, Kentaro, Laurence Ashley, Cyril Raffaelli, Didier Azoulay, John Forgeham, Paul Barrett, Colin Prince, Vincent Glo, Vincent Wong",Kiss_of_the_Dragon,{{flagicon|USA}} 2001年7月6日<br /> {{flagicon|FRA}} 2001年8月1日<br /> {{flagicon|JPN}} 2001年8月25日,2001-07-06,2001-08-25,50.0
3,2001,Q3,Lost and Delirious,Lions Gate Films / Seville Pictures,"Lea Pool (director); Judith Thompson (screenplay); Piper Perabo, Jessica Pare, Mischa Barton, Jackie Burroughs, Mimi Kuzyk, Graham Greene, Emily VanCamp, Amy Stewart, Caroline Dhavernas, Luke Kirby, Alan Fawcett, Peter Oldring, Grace Kung",Lost_and_Delirious,{{Flagicon|USA}} 2001年7月20日<br /> {{Flagicon|JPN}} 2002年4月27日,2001-07-20,2002-04-27,281.0
4,2001,Q3,Final Fantasy: The Spirits Within,Columbia Pictures / Square Pictures,"Hironobu Sakaguchi, Moto Sakakibara (director); Al Reinert, Jeff Vintar (screenplay); Ming-Na Wen, Alec Baldwin, James Woods, Donald Sutherland, Ving Rhames, Steve Buscemi, Peri Gilpin",Final_Fantasy:_The_Spirits_Within,{{flagicon|USA}} 2001年7月11日<br /> {{flagicon|JPN}} 2001年9月15日,2001-07-11,2001-09-15,66.0
5,2001,Q3,Bully,Lions Gate Films,"Larry Clark (director); Zachary Long, Roger Pullis (screenplay); Brad Renfro, Bijou Phillips, Rachel Miner, Michael Pitt, Kelli Garner, Leo Fitzpatrick, Nick Stahl, Daniel Franzese, Nathalie Paulding, Jessica Sutta, Edward Amatrudo, Deborah Smith Ford, Steven Raulerson, Judith Clayton, Alan Lilly, Irene B. Colletti, Marc Pearson",Bully_(2001_film),{{flagicon|USA}} 2001年7月13日<br /> {{flagicon|FRA}} 2001年12月21日<br /> {{flagicon|JPN}} 2003年5月10日,2001-07-13,2003-05-10,666.0
6,2001,Q3,The Jennie Project,Buena Vista Television,"Gary Nadeau (director/screenplay); Charles Leavitt (screenplay); Alex D. Linz, Sheila Kelley, Lance Guest, Abigail Mavity, Joel McKinnon Miller, Fran Bennett, Earl Boen, Kenneth Kimmins, Sheryl Lee Ralph, Janet Rotblatt, Willie Amakye, Mark Chaet, Rachel Currence, Sonya Eddy, Nick Gomez, Annie Hinton, K.B. Mercer, D. Candis Paule, Kurt Reichert, Sammi Rotibi, Jason D. Smith, Tyler Swob, Craig Tsuyumine",The_Jennie_Project,no_ja,,,
7,2001,Q3,Legally Blonde,Metro-Goldwyn-Mayer,"Robert Luketic (director); Karen McCullah Lutz, Kirsten Smith (screenplay); Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Victor Garber, Jennifer Coolidge, Holland Taylor, Ali Larter, Jessica Cauffiel, Alanna Ubach, Oz Perkins, Linda Cardellini, Bruce Thomas, Meredith Scott Lynn, Wayne Federman, Raquel Welch, Greg Serano",Legally_Blonde,{{flagicon|USA}} 2001年7月13日<br /> {{flagicon|JPN}} 2002年4月27日,2001-07-13,2002-04-27,288.0
8,2001,Q3,Made,Artisan Entertainment,"Jon Favreau (director/screenplay); Jon Favreau, Vince Vaughn, Peter Falk, P. Diddy, Famke Janssen, Faizon Love, Vincent Pastore, David O'Hara, Makenzie Vega, Leonardo Cimino, Federico Castelluccio, Jamie Harris, Jenteal, Sam Rockwell, Bud Cort, Drea de Matteo, Dustin Diamond, Jennifer Esposito, Grandmaster Flash, Jill Nicolini",Made_(2001_film),no_ja,,,
9,2001,Q3,The Score,Paramount Pictures / Mandalay Pictures,"Frank Oz (director); Scott Marshall Smith, Daniel E. Taylor, Kario Salem (screenplay); Marlon Brando, Robert De Niro, Edward Norton, Angela Bassett",The_Score_(2001_film),{{flagicon|USA}} 2001年7月13日<br /> {{flagicon|JPN}} 2001年9月22日,2001-07-13,2001-09-22,71.0
10,2001,Q3,Jurassic Park III,Universal Pictures / Amblin Entertainment,"Joe Johnston (director); Peter Buchman, Alexander Payne, Jim Taylor (screenplay); Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola, Trevor Morgan, Michael Jeter, Laura Dern, John Diehl, Bruce A. Young, Taylor Nichols, Mark Harelik, Julio Oscar Mechoso, Blake Bryan",Jurassic_Park_III,{{flagicon|USA}} 2001年7月18日<br /> {{flagicon|JPN}} 2001年8月4日,2001-07-18,2001-08-04,17.0
11,2001,Q3,America's Sweethearts,Columbia Pictures / Revolution Studios,"Joe Roth (director); Billy Crystal, Peter Tolan (screenplay); Julia Roberts, Billy Crystal, Catherine Zeta-Jones, John Cusack, Hank Azaria, Stanley Tucci, Christopher Walken, Alan Arkin, Seth Green, Larry King, Steve Pink, Rainn Wilson, Eric Balfour, Marty Belafsky, Keri Lynn Pratt, Maria Canals, Byron Allen",America%27s_Sweethearts,no_ja,,,
12,2001,Q3,Ghost World,United Artists,"Terry Zwigoff (director/screenplay); Daniel Clowes (screenplay); Thora Birch, Scarlett Johansson, Brad Renfro, Bob Balaban, Illeana Douglas, Steve Buscemi, Pat Healy, Stacey Travis, Teri Garr, Dave Sheridan, Tom McGowan, David Cross, Brian George, Debra Azar, Rini Bell, Ezra Buzzington, Ashley Peldon, Patrick Fischler",Ghost_World_(film),{{flagicon|USA}} 2001年7月20日<br /> {{flagicon|JPN}} 2001年7月28日,2001-07-20,2001-07-28,8.0
13,2001,Q3,Hedwig and the Angry Inch,New Line Cinema,"John Cameron Mitchell (director/screenplay); John Cameron Mitchell, Andrea Martin, Michael Pitt, Miriam Shor, Stephen Trask, Theodore Liscinski, Rob Campbell, Michael Aronov, Alberta Watson, Maurits Niggebrugge, Sook-Yin Lee, Maurice Dean Wint, Rosie O'Donnell, Dar Williams, Karen Hines",Hedwig_and_the_Angry_Inch_(film),no_dates,,,
14,2001,Q3,Planet of the Apes,20th Century Fox,"Tim Burton (director); William Broyles, Jr., Lawrence Konner, Mark Rosenthal (screenplay); Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Paul Giamatti, Estella Warren, Cary-Hiroyuki Tagawa, Kris Kristofferson, David Warner, Lisa Marie, Erick Avari, Luke Eberl, Evan Parke, Glenn Shadix, Freda Foh Shen, Chris Ellis, Anne Ramsay, Charlton Heston, Linda Harrison",Planet_of_the_Apes_(2001_film),{{flagicon|USA}} 2001年7月27日<br /> {{flagicon|JPN}} 2001年7月28日,2001-07-27,2001-07-28,1.0
15,2001,Q3,Wet Hot American Summer,USA Films,"David Wain (director/screenplay); Michael Showalter (screenplay); Janeane Garofalo, David Hyde Pierce, Molly Shannon, Paul Rudd, Christopher Meloni, Michael Showalter, Marguerite Moreau, Ken Marino, Michael Ian Black, Zak Orth, A.D. Miles, Amy Poehler, Bradley Cooper, Marisa Ryan, Kevin Sussman, Elizabeth Banks, Joe Lo Truglio, Judah Friedlander, Gideon Jacobs, H. Jon Benjamin",Wet_Hot_American_Summer,no_ja,,,
16,2001,Q3,Karumadikkuttan,Surabhi Cinema,"Vinayan (director); J. Pallasserry (screenplay); Kalabhavan Mani, Nandini",Karumadikkuttan_(film),no_ja,,,
17,2001,Q3,The Living Forest,Dygra Films / Megatrix Sau,"Ángel de la Cruz, Manolo Gómez (directors/screenplay); Nacho Aldeguer, Mar Bordallo, Claudio Rodríguez, Juan Miguel Cuesta, Héctor Cantolla, Javier Franquelo, María Romero, Rafael Azcárraga, Francisco Javier Martínez, Mª Teresa Neila, Lucía Esteban, Roberto Cuenca, Pilar Martín, José Padilla, Beatriz Berciano",Dygra_Films,no_ja,,,
18,2001,Q3,Original Sin,Metro-Goldwyn-Mayer,"Michael Cristofer (director); Cornell Woolrich, Michael Cristofer (screenplay); Antonio Banderas, Angelina Jolie, Thomas Jane, Jack Thompson, Gregory Itzin, Pedro Armendariz Jr., James Haven, Allison Mackie, Joan Pringle, Cordelia Richards, Mario Ivan Martinez, Harry Porter, Lisa Owen, Daniel Martinez, Roger Cudney, Adrian Makala, Abraham Stavans, Julio Bracho",Original_Sin_(2001_film),{{flagicon|USA}} 2001年8月3日<br /> {{flagicon|JPN}} 2001年11月23日,2001-08-03,2001-11-23,112.0
19,2001,Q3,The Princess Diaries,Walt Disney Pictures,"Garry Marshall (director); Gina Wendkos (screenplay); Anne Hathaway, Heather Matarazzo, Héctor Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman, Julie Andrews, Erik von Detten, Patrick Flueger, Sean O'Bryan, Sandra Oh, Kathleen Marshall, Mindy Burbano, Rene Auberjonois, Gerald Hathaway, Larry Miller, Patrick Richwood, Willie Brown",The_Princess_Diaries_(film),{{flagicon|USA}} 2001年8月3日<br /> {{flagicon|JPN}} 2002年1月26日,2001-08-03,2002-01-26,176.0
20,2001,Q3,Rush Hour 2,New Line Cinema / Roger Birnbaum Productions,"Brett Ratner (director); Jeff Nathanson (screenplay); Jackie Chan, Chris Tucker, John Lone, Zhang Ziyi, Roselyn Sánchez, Alan King, Harris Yulin, Kenneth Tsang, Lisa LoCicero, Meiling Melancon, Maggie Q, Audrey Quock, Ernie Reyes Jr., Jeremy Piven, Joel McKinnon Miller, Angela Little, Julia Schultz, Saul Rubinek, Gianni Russo, Michael Chow, Don Cheadle, James Lew, Roger Lim",Rush_Hour_2,{{flagicon|USA}} 2001年8月3日<br /> {{flagicon|JPN}} 2001年9月15日,2001-08-03,2001-09-15,43.0
21,2001,Q3,American Pie 2,Universal Pictures,"J. B. Rogers (director); Adam Herz (screenplay); Jason Biggs, Shannon Elizabeth, Alyson Hannigan, Chris Klein, Natasha Lyonne, Thomas Ian Nicholas, Tara Reid, Seann William Scott, Mena Suvari, Eddie Kaye Thomas, Eugene Levy, Jennifer Coolidge, Chris Owen, Molly Cheek, Denise Faye, Lisa Arturo, John Cho, Justin Isfeld, Eli Marienthal, Casey Affleck, George Wyner, Joelle Carter, Larry Drake, Lee Garlington, Bree Turner, Ernie Lively, Kevin Cooney, JoAnna Garcia, Nora Zehetner, Luke Edwards, Adam Brody, Kevin Kilner, Adam Herz, J. B. Rogers",American_Pie_2,{{flagicon|USA}} 2001年8月6日<br> {{flagicon|JPN}} 2002年3月16日,2001-08-06,2002-03-16,222.0
22,2001,Q3,Osmosis Jones,Warner Bros. Pictures,"Tom Sito, Piet Kroon, Robert Farrelly, Peter Farrelly (director); Marc Hyman (screenplay); Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Bill Murray, Molly Shannon, Chris Elliott, Elena Franklin, Ron Howard, Joel Silver, Kid Rock, Joe C., Uncle Kracker, Jonathan Adams, Carlos Alazraqui, Eddie Barth, Rodger Bumpass, Paul Christie, Antonio Fargas, Eddie Frierson, Donald Fullilove, Rif Hutton, Richard Steven Horvitz, James Arnold Taylor, Joyce Kurtz, Anne Lockhart, Sherry Lynn, Danny Mann, Mickie McGowan, ""Stuttering"" John Melendez, Héctor Mercado, Paul Pape, Chris Phillips, Al Rodrigo, Herschel Sparber, Doug Stone, Steve Susskind, Robert Ray Wisdom, Jansen Panettiere, Billy West, Liz Callaway, Dante Basco, Lauren Tom, Harry Shearer, Doug Preis, David Ossman, Ben Stein, Kenny Olson, Jason Krause, Stefanie Eulinberg, Jimmie Bones, Keith Anthony, Sally Ann Brooks, Michael Carven, Janis Dardaris, Wendy Dillon, Jackie Gonneau, Shannon Gregory, Art Kimbro, Joyce Kurtz, Marilyn Pasekoff, Lynne Redding, Keri Tombazian, Paul Tuerpe",Osmosis_Jones,no_dates,,,
23,2001,Q3,The Others,Dimension Films,"Alejandro Amenábar (director/screenplay); Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Elaine Cassidy, Eric Sykes, Alakina Mann, James Bentley, Keith Allen, Renee Asherson, Michelle Fairley",The_Others_(2001_film),{{flagicon|USA}} 2001年8月2日<br /> {{flagicon|JPN}} 2002年4月27日,2001-08-02,2002-04-27,268.0
24,2001,Q3,Dinner with Friends,HBO Films,"Norman Jewison (director); Donald Margulies (screenplay); Dennis Quaid, Andie MacDowell, Greg Kinnear, Toni Collette, Taylor Emerson, Jake Fritz, Holliston Coleman, Angus T. Jones, Beau Holden, Dina Morrone, Ruth Reichl, Romulo Yanes, Greg Bronson, Caroline Neville",Dinner_with_Friends_(film),no_ja,,,
25,2001,Q3,American Outlaws,Warner Bros. Pictures / Morgan Creek Productions,"Les Mayfield (director); Roderick Taylor, John Rogers (screenplay); Colin Farrell, Scott Caan, Ali Larter, Nathaniel Arcand, Gabriel Macht, Gregory Smith, Harris Yulin, Will McCormack, Ronny Cox, Terry O'Quinn, Kathy Bates, Timothy Dalton, Ty O'Neal, Joe Stevens, Muse Watson, Ed Geldart",American_Outlaws,2001年,,,
26,2001,Q3,Captain Corelli's Mandolin,Universal Pictures / StudioCanal / Miramax Films / Working Title Films,"John Madden (director); Shawn Slovo (screenplay); Nicolas Cage, Penélope Cruz, John Hurt, Christian Bale, David Morrissey, Irene Papas, Patrick Malahide, Piero Maggio, Gerasimos Skiadaressis, Aspasia Kralli, Michael Yannatos, Dimitris Kaberidis, Pietro Sarubbi, Viki Maragaki, Emilios Chilakis, Panagis Polichronato, George Kotanidis",Captain_Corelli%27s_Mandolin_(film),no_ja,,,
27,2001,Q3,Jumping Ship,Buena Vista Television,"Michael Lange (director); Chad Hayes, Carey Hayes (screenplay); Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong, Jaime Passier-Armstrong, Martin Dingle-Wall, Todd Worden, Carly Movizio, Jack Heywood, Adrian De Vito, Stephen Collins, Dirk Foulger",Jumping_Ship,no_ja,,,
28,2001,Q3,Rat Race,Paramount Pictures / Fireworks Pictures / Zucker Productions / Alphaville Films,"Jerry Zucker (director); Andy Breckman (screenplay); John Cleese, Breckin Meyer, Amy Smart, Rowan Atkinson, Cuba Gooding, Jr., Whoopi Goldberg, Seth Green, Vince Vieluf, Jon Lovitz, Lanai Chapman, Kathy Najimy, Dave Thomas, Wayne Knight, Silas Weir Mitchell, Paul Rodriguez, Dean Cain, Brandy Ledford, Colleen Camp, Ben Hartnell, Deborah Theaker, Charlotte Zucker, Rance Howard, Gloria Allred, Smash Mouth, Kathy Bates, Diamond Dallas Page, Kimberly Page",Rat_Race_(film),{{flagicon|USA}} 2001年7月30日<br/> {{flagicon|JPN}} 2002年1月26日,2001-07-30,2002-01-26,180.0
29,2001,Q3,An American Rhapsody,Paramount Classics / Fireworks Pictures,"Éva Gárdos (director/screenplay); Nastassja Kinski, Scarlett Johansson, Tony Goldwyn, Mae Whitman, Larisa Oleynik, Agnes Banfalvy, Zoltan Seress, Zsuzsa Czinkoczi, Balazs Galko, Lisa Jane Persky, Colleen Camp, Emmy Rossum, Eva Soreny, Kata Dobo, Jacqueline Steiger",An_American_Rhapsody,no_ja,,,
30,2001,Q3,Bubble Boy,Touchstone Pictures,"Blair Hayes (director); Cinco Paul, Ken Daurio (screenplay); Jake Gyllenhaal, Swoosie Kurtz, Marley Shelton, Danny Trejo, John Carroll Lynch, Verne Troyer, Dave Sheridan, Brian George, Patrick Cranshaw, Ever Carradine, Beetlejuice, Fabio Lanzoni, Zach Galifianakis, Arden Myrin, Pablo Schreiber",Bubble_Boy_(film),{{flagicon|USA}} 2001年8月24日<br /> {{flagicon|JPN}} 劇場未公開,2001-08-24,,
31,2001,Q3,The Curse of the Jade Scorpion,DreamWorks,"Woody Allen (director/screenplay); Woody Allen, Dan Aykroyd, Helen Hunt, Charlize Theron, Brian Markinson, Wallace Shawn, David Ogden Stiers, Elizabeth Berkley, Peter Gerety, John Schuck, Kaili Vernoff, Kevin Cahoon",The_Curse_of_the_Jade_Scorpion,no_dates,,,
32,2001,Q3,Ghosts of Mars,Screen Gems,"John Carpenter (director/screenplay); Larry Sulkis (screenplay); Ice Cube, Natasha Henstridge, Jason Statham, Pam Grier, Clea DuVall, Joanna Cassidy, Richard Cetrone, Liam Waite, Duane Davis, Lobo Sebastian, Rodney A. Grant, Peter Jason, Wanda De Jesus, Robert Carradine",Ghosts_of_Mars,{{flagicon|USA}} 2001年8月24日<br /> {{flagicon|JPN}} 2002年7月13日,2001-08-24,2002-07-13,323.0
33,2001,Q3,Jay and Silent Bob Strike Back,Dimension Films,"Kevin Smith (director/screenplay); Jason Mewes, Kevin Smith, Jason Lee, Ben Affleck, Shannon Elizabeth, Eliza Dushku, Will Ferrell, Ali Larter, Chris Rock, Jennifer Schwalbach Smith, Brian O'Halloran, Jeff Anderson, Matt Damon, Judd Nelson, George Carlin, Carrie Fisher, Seann William Scott, Jon Stewart, Jules Asner, Steve Kmetko, Tracy Morgan, Gus Van Sant, Jamie Kennedy, Wes Craven, Shannen Doherty, Mark Hamill, Marc Blucas, Matthew James, Jane Silvia, Carmen Llywelyn, Diedrich Bader, Jason Biggs, James Van Der Beek, Morris Day, Bryan Johnson, Walter Flanagan, Renee Humphrey, Joey Lauren Adams, Dwight Ewell, Scott William Winters, William B. Davis, Alanis Morissette",Jay_and_Silent_Bob_Strike_Back,{{flagicon|USA}} 2001年8月24日<br /> {{flagicon|JPN}} 2003年3月8日,2001-08-24,2003-03-08,561.0
34,2001,Q3,Summer Catch,Warner Bros. Pictures,"Mike Tollin (director); Kevin Falls, John Gatins (screenplay); Freddie Prinze, Jr., Jessica Biel, Fred Ward, Jason Gedrick, Brittany Murphy, Gabriel Mann, Bruce Davison, Marc Blucas, Matthew Lillard, Brian Dennehy, John C. McGinley, Wilmer Valderrama, Corey Pearson, Christian Kane, Zena Grey, Traci Dinwiddie, Susan Gardner, Beverly D'Angelo, Ken Griffey Jr., Mike Lieberthal, Doug Glanville, Pat Burrell, Kevin Youkilis, Curt Gowdy, Hank Aaron, Carlton Fisk",Summer_Catch,no_dates,,,
35,2001,Q3,Jeepers Creepers,United Artists,"Victor Salva (director/screenplay); Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher, Brandon Smith, Eileen Brennan",Jeepers_Creepers_(2001_film),{{flagicon|USA}} 2001年8月31日<br /> {{flagicon|JPN}} 2002年2月9日,2001-08-31,2002-02-09,162.0
36,2001,Q3,O,Lions Gate Films,"Tim Blake Nelson (director); Brad Kaaya (screenplay); Mekhi Phifer, Josh Hartnett, Julia Stiles, Andrew Keegan, Rain Phoenix, Elden Henson, Martin Sheen, John Heard",O_(film),{{flagicon|USA}} 2001年8月31日<br /> {{flagicon|JPN}} 2001年12月22日,2001-08-31,2001-12-22,113.0
37,2001,Q3,Megiddo: The Omega Code 2,Gener8Xion Entertainment,"Brian Trenchard-Smith (director); Stephan Blinn, Hollis Barton, John Fasano (screenplay); Michael York, Michael Biehn, Diane Venora, R. Lee Ermey, Udo Kier, and Franco Nero",Megiddo:_The_Omega_Code_2,no_dates,,,
38,2001,Q3,The Musketeer,Universal Pictures / Miramax Films,"Peter Hyams (director); Gene Quintano (screenplay); Catherine Deneuve, Mena Suvari, Stephen Rea, Tim Roth, Justin Chambers, Daniel Mesguich, Jean-Pierre Castaldi, Nick Moran, Steve Speirs, Jan-Gregor Kremp, Michael Byrne, David Schofield, Jeremy Clyde, Bill Treacher, Tsilla Chelton, Sonic Youth",The_Musketeer,{{flagicon|USA}} 2001年9月7日<br /> {{flagicon|JPN}} 2001年11月10日,2001-09-07,2001-11-10,64.0
39,2001,Q3,Rock Star,Warner Bros. Pictures / Bel-Air Entertainment,"Stephen Herek (director); John Stockwell (screenplay); Mark Wahlberg, Jennifer Aniston, Dominic West, Timothy Spall, Timothy Olyphant, Jason Flemyng, Blas Elias, Nick Catanese, Brian Vander Ark, Jason Bonham, Zakk Wylde, Jeff Pilson, Kara Zediker, Heidi Mark, Rachel Hunter, Carrie Stevens, Amy Miller, Dagmara Dominczyk, Stephan Jenkins, Michael Shamus Wiles, Beth Grant, Matthew Glave, Myles Kennedy, Ralph Saenz, Carey Lessard, Kristin Richardson",Rock_Star_(2001_film),{{flagicon|USA}} 2001年9月7日<br /> {{flagicon|JPN}} 2001年10月6日,2001-09-07,2001-10-06,29.0
40,2001,Q3,Soul Survivors,Artisan Entertainment,"Stephen Carpenter (director/screenplay); Melissa Sagemiller, Casey Affleck, Eliza Dushku, Wes Bentley, Luke Wilson, Angela Featherstone, Allen Hamilton, Carl Paoli, Barbara E. Robertson, Richard Pickren, Rick Snyder, Candace Kroslak",Soul_Survivors,no_ja,,,
41,2001,Q3,Two Can Play That Game,Screen Gems,"Mark Brown (director/screenplay); Vivica A. Fox, Morris Chestnut, Anthony Anderson, Gabrielle Union, Wendy Raquel Robinson, Tamala Jones, Bobby Brown, Mo'Nique, Ray Wise, Dondre T. Whitfield, Chris Spencer, Mark Christopher Lawrence, Natashia Williams",Two_Can_Play_That_Game_(film),no_ja,,,
42,2001,Q3,The Glass House,Columbia Pictures,"Mark Brown (director); Wesley Strick (screenplay); Leelee Sobieski, Diane Lane, Stellan Skarsgård, Bruce Dern, Kathy Baker, Trevor Morgan, Chris Noth, Rita Wilson, Michael O'Keefe, Vyto Ruginis, Gavin O'Connor, Carly Pope, China Jesusita Shavers, Agnes Bruckner, Michael Paul Chan, Rutanya Alda, Rachel Wilson, John Billingsley, Julia Vera",The_Glass_House_(2001_film),{{flagicon|USA}} 2001年9月14日<br /> {{flagicon|JPN}} 2002年3月16日,2001-09-14,2002-03-16,183.0
43,2001,Q3,Hardball,Paramount Pictures / Fireworks Pictures,"Brian Robbins (director); John Gatins (screenplay); Keanu Reeves, Diane Lane, D.B. Sweeney, John Hawkes, Bryan C. Hearne, Michael Perkins, DeWayne Warren, Julian Griffith, Michael B. Jordan, A. Delon Ellis Jr., Brian M. Reed, Kristopher Lofton, Mike McGlone, Graham Beckel, Sammy Sosa, Sterling ""Steelo"" Brim, Wa-King Conner",Hardball_(film),{{flagicon|USA}} 2001年9月14日<br /> {{flagicon|JPN}} 2002年4月20日,2001-09-14,2002-04-20,218.0
44,2001,Q3,The Poof Point,Buena Vista Television,"Neal Israel (director); Stu Krieger (screenplay); Tahj Mowry, Dawnn Lewis, Mark Curry, Raquel Lee, Bruce Newbold, Jan Felt, Haley McCormick, Matthew Grace, Olesya Rulin, Tia Iwasaki, Ryan Seaman, Scott Stevenson, Camille Jensen, Chaz Moder, Daniel Rulin, Brian Carsten, Karl Wilson, Brittany Klintworth, Ryan Bradford, Laura Summer, Brittany Shannon Lemmon, Elizabeth Miklavcic",The_Poof_Point,no_ja,,,
